,video_ids,nsfw_scores
598,yhk5u-jl8Us,0.0021
599,g435_rZCt3s,0.0523
600,V8GiTYD6PVA,0.0102
601,4tdKl-gTpZg,0.0011
602,MrTz5xjmso4,0.0044
603,NvKjO-8DusE,0.0833
604,URWlgTItsKY,0.0319
605,g3DuMiplGHU,0.07
606,-xBAM1TRSKA,0.0051
607,TREEmJ51I7E,0.0319
608,S383OvjXX48,0.0233
609,gQ0mfeLqcW0,0.0202
610,rz12loouSsE,0.0261
611,co2VgbHvgVI,0.0002
612,7cpWa0La_AA,0.0015
613,nXnC64dfPHY,0.0555
614,ns1Vs_csIus,0.0008
615,heP_2lh3cBA,0.002
616,5vCPSCTvzCQ,0.0037
617,5uvA7kss6us,0.0081
618,QA4qE4zFl-Q,0.0166
619,Hv-sbtCAz9Y,0.0057
620,PjsuqH2azIU,0.0158
621,-vHNJ_QacGo,0.0509
622,vsQYI5Ajwp4,0.0026
623,Athe_fFxSTI,0.0005
624,2_rHzLTBQ64,0.0576
625,jDdYFhzVCDM,0.0094
626,N4HxatJR6vI,0.0376
627,BIjZk_i63Xw,0.0112
628,oCouS7rN0ug,0.1348
629,uvNZHnSIZKY,0.0902
630,SJN903kCJrc,0.0002
631,i6DaUHROjTg,0.0008
632,u78R_F_GBUU,0.0032
633,O9wG5jGP32M,0.0328
634,kT7QqQ8DTNI,0.1108
635,TxIFhCuq59Y,0.011
636,IKhvMqAN3ak,0.0021
637,6fBqGUaJ0tc,0.0008
638,kDV6q4pSMn8,0.2852
639,_6divRapsPU,0.0033
640,c2g_2q5WyDs,0.0188
641,MO7IZBahhZE,0.0037
642,jPhJbKBuNnA,0.029
643,TGrRZuHs3LA,0.004
644,gy6t3J0IBkM,0.0004
645,CLzUtMiq1N4,0.0128
646,GPmtG9TPNpg,0.0005
647,ju45riNZfog,0.0038
648,Jp-Ud-gcmsw,0.1767
649,DGd917ByNmA,0.0167
650,qYZphgX0YBs,0.0005
651,sRhw-0H92N4,0.0024
652,22tvGw05LfY,0.0038
653,ubZlTCB2Ow8,0.0014
654,fbuAJqV4d8I,0.0007
655,EZnPbrCp0bo,0.0065
656,z5WrgDzNIZ0,0.0465
657,s4NByTUIBbY,0.0013
658,WwegHIytnaw,0.0143
659,CRThXlGoWqM,0.0026
660,_d_0hA3uQr8,0.1634
661,8pGy-8s0QoU,0.0565
662,PYcXcz92_WI,0.0002
663,YD1dNpelSpg,0.0027
664,p7uyIG868YU,0.0298
665,O8rfLiLHZek,0.6463
666,VQojqjCKyU8,0.001
667,A10gB46C8bE,0.0133
668,I2QwlKXu_Yo,0.2491
669,eqStJPp-EfM,0.4769
670,qnD1S-NhA8Q,0.0119
671,ZWkXhB06sEE,0.0035
672,8w1BHjOv7VM,0.005
673,LMxFb-Eglp0,0.0006
674,BTY2h9HZRTs,0.2945
675,LMdo2bxg-r8,0.0519
676,-MHmEhxSums,0.0001
677,Cg_TkQkfJEA,0.0042
678,3qaQvd6n154,0.0146
679,oGSBfE3VUns,0.0036
680,bqszoG7edts,0.0007
681,mP2FmbhU_-k,0.0223
682,dcuNq3Bw9Xs,0.0002
683,8i_wZQoqbwU,0.0016
684,5a3GB-ZUygE,0.0327
685,bLSxgNSWaNs,0.001
686,Vg2uDG60T9k,0.0044
687,R9UsmrVEWYY,0.0005
688,1oqDtVbCCkM,0.0914
689,nXno_ktOU_k,0.4359
690,HPtMjCQqLkM,0.0012
691,9Ji5U2sTlLU,0.0593
692,pw-7v6VYhQc,0.0134
693,bX_IbBVZir0,0.0175
694,HHorIrYZHsA,0.0027
695,NZlClr_ivb4,0.0402
696,gAs9HZC9c7Y,0.1811
697,lW_-zpKU-cU,0.0044
698,pVyJ7D3dnys,0.0003
699,MOt5GWrSU84,0.0147
700,_HHV7x4gkYU,0.0484
701,MwLW6c_dYLU,0.001
702,WCQ4TEP2eO4,0.3539
703,yPnGZBpvjN0,0.021
704,st8-EY71K84,0.3592
705,yz7Cn3pHibo,0.0018
706,Kf0fuuSQcHc,0.0051
707,Kt4jKSTHNUE,0.0062
708,e8cOZ2BOtM8,0.0007
709,GH8AotRnVWU,0.0014
710,-UZ2EGcgAMY,0.057
711,ZDnV9wzhz7w,0.0049
712,vRcU4ZN_LjA,0.0064
713,iIeKyoYMs2M,0.0007
714,WhaTru5czpA,0.0604
715,x-I4OanmWQg,0.0025
716,VGdHVQCGdqo,0.0019
717,eI_FqHi5ilw,0.0061
718,V-KrRdBH7b4,0.0285
719,RhEmkJBga7E,0.095
720,pf9WOuzeWhw,0.0071
721,-Hm8PSnSGyE,0.0787
722,uc5H7a2OFcQ,0.0021
723,gMrC-W1Yt1s,0.005
724,Y2uu5W2wpdc,0.0019
725,FX9EyJa1zHE,0.0065
726,fCDAbdIdiu8,0.0344
727,zH9PD6UXwBU,0.0014
728,gCIzDxOrcP8,0.0
729,qHhKADeXHYE,0.0004
730,4EGFkF6loPM,0.0101
731,L-DL6FTysO8,0.0002
732,1zUvUDCkPE8,0.0149
733,k0rGzpP5LlI,0.0276
734,JLtq1yN6E8o,0.1785
735,IfRfe9bIj_s,0.0003
736,4kWgdtkG1IE,0.0164
737,fzO3iuOayQs,0.014
738,94QrI_k-gSs,0.134
739,yMSrNfj-Hto,0.2721
740,NTWwCVfOck4,0.0012
741,lVSllM1CrMM,0.0236
742,jXus52Ed5uo,0.2857
743,5RkzOAlLBg4,0.0174
744,ZRFaNF4HMyI,0.149
745,e8ARfx_g_EY,0.0006
746,3AZsh6PfX0s,0.0134
747,l_9F8UgWa7Y,0.0016
748,hkuw8WTKc-A,0.1577
749,8owDRkgu3HI,0.0143
750,lyLQGxKwQIc,0.0037
751,wwtJJ24r1Bg,0.0048
752,92ray5xfx_4,0.0055
753,kLqSOiiULm0,0.0024
754,xzqONdpWcrU,0.0002
755,_w1lB_gK1jI,0.0236
756,iJ_AOIbj8AA,0.0122
757,D-4J_H4coGw,0.0368
758,nAzx6YVQhRY,0.0017
759,YTHZLKFblKo,0.0085
760,wRRYExZbr_E,0.004
761,UNQmZqTDhw4,0.0002
762,Sl4V0e2Odqw,0.0385
763,D-j-X1ZehAM,0.0031
764,sYPDKW1RMuQ,0.0116
765,kvXb85XnCOU,0.0011
766,LQDADunP_yw,0.0264
767,H1701MWurt4,0.0214
768,N4eG4_IV3_A,0.028
769,HkLEM6hvQlo,0.0306
770,RCvnytndd9c,0.3435
771,K9dskjuANAk,0.0019
772,Op4q27SLUnY,0.0233
773,cUkoqppoFr8,0.0025
774,GhDke_HwurA,0.0067
775,Hw1JJ-jptpE,0.0038
776,OQQO4G2DtTY,0.0081
777,VlucyUxDALA,0.0068
778,0zOSQxGqLCY,0.002
779,uEU2Zjuiyok,0.001
780,DsVtXG7jQA4,0.0003
781,KeVP1EH46-Q,0.0098
782,3YHwmxqgHRA,0.1018
783,4X7-w4HPVYY,0.0265
784,iEPxe5c282E,0.0006
785,Lfkl3fLY5TM,0.1091
786,t0lCe1qQJtk,0.0047
787,zArlddWbL7s,0.0583
788,RbwuB-PGYmA,0.0125
789,cNBrLoxjljg,0.025
790,2rV7ZczsDGY,0.0026
791,A2FsgKoGD04,0.0093
792,NGK4rAfO574,0.7489
793,LwdpRmqMsIc,0.0026
794,homdcHkr4p0,0.037
795,KtbfUWfb3jw,0.0399
796,W93XyXHI8Nw,0.0284
797,IuD3mR8MV2E,0.0141
798,8YkGrKQXZxE,0.023
799,lyN-NXFsJXA,0.0
800,fmaZdEq-Xzs,0.0302
801,zLQiGxYRyio,0.0006
802,sMDonnsUn-0,0.0548
803,7OPg-ksxZ4Y,0.0089
804,jzj07UegWe4,0.0073
805,YhrqDB0-r7k,0.0327
806,XIOoqJyx8E4,0.0025
807,6ee9dyDGTAI,0.0111
808,fKUCK7spm08,0.2317
809,L3YFZkpkXBI,0.0059
810,zYl6x1weX-0,0.0047
811,gX9m-rCtSqc,0.0004
812,5rdXveKRRiw,0.0007
813,B6Lh-TB2_mA,0.0013
814,t8SVSAHvrww,0.0854
815,Jf-8EfnI6Y8,0.0052
816,wgY9iO-fji8,0.0012
817,8BBS2hhOYe4,0.5906
818,inB5eWwbtV8,0.0007
819,o268qbb_0BM,0.1105
820,JZ4bpEKRCm8,0.0017
821,a6iWTtHq3tg,0.0102
822,4sGFUZWth5E,0.0009
823,LPjrZ0BH-dI,0.0068
824,Pag5De25d0c,0.0164
825,eTTiqJwwjTc,0.001
826,_LyHG1R0p28,0.0148
827,kEcCuwl0E0k,0.042
828,6o7_WQotMrg,0.0012
829,6UtM-MRfXuo,0.0523
830,2ssijwETM0s,0.0057
831,IKLWCoVvtVY,0.0424
832,Db0GK6n6q-4,0.0003
833,uRMvN53QGdg,0.0045
834,4HG_cX3iA58,0.0004
835,bGsVCQFvX1w,0.0012
836,oZ4YSXv6Xkg,0.001
837,u6TNfHMkglY,0.0031
838,tr9BBu20sbM,0.2531
839,iFVBWr2po64,0.0021
840,WcvB2SUV-oM,0.0171
841,EkZ57ZCW63w,0.0096
842,887vGxZFHV4,0.1527
843,gbEpI1J02Zg,0.0018
844,1deOdx_UTAk,0.0028
845,38-1A26-WPQ,0.033
846,FOvXEp-22f0,0.0009
847,55d9tcKmMn0,0.4225
848,_MezwfSITTw,0.0007
849,tdQ9N8uDJwA,0.0021
850,B_6vNQ-Mj3U,0.0001
851,QeteCEjyYD0,0.3827
852,BRWb2hZ0cpg,0.0288
853,KYFZFQeuXBE,0.004
854,b_hoHmXg9Io,0.1737
855,oWarOTnOIeI,0.0073
856,LbUIdAqwD7s,0.0169
857,blITgj1DF1I,0.0207
858,DA5W8v82Ac8,0.0007
859,iBGVcnsK9eo,0.0049
860,4V5ZzhVFm44,0.0084
861,23e4PhF9e30,0.007
862,MqaEFDkqRWs,0.0035
863,GrsEAvRerTg,0.0
864,9JmIFf-gpLk,0.0574
865,Kf6jPlzt0-g,0.0
866,pxEC068itlk,0.2488
867,axGNiut8Yf0,0.0238
868,F6I7eHVXh2A,0.1352
869,xWHQ-n0jvCE,0.0295
870,3jS_yEK8qVI,0.2888
871,uC9qU3X1JgM,0.5734
872,xDXa6OLzStg,0.0011
873,tNRECmEfv4I,0.0173
874,yxgJclR4dUU,0.0132
875,LZ8lkhgnCzw,0.0103
876,Hm14UrNBLtY,0.4957
877,vkKh4aLzuYg,0.0183
878,gfx58lj44lc,0.003
879,U2w6so52FiY,0.0063
880,fVHTfeXoLE4,0.0014
881,-k8fJcyBlC8,0.0368
882,ie8ixj7hzY8,0.0149
883,jkWDJmXXzu8,0.1458
884,El0wIQOBPEw,0.0067
885,W9IuG1GTAV0,0.0005
886,3_G803JXmiw,0.032
887,R7u1qlHO-cQ,0.05
888,d9utkS389bE,0.0114
889,XgZcEO3JKHk,0.0053
890,LNCM6mkvJ3U,0.0218
891,BnAOL7z0GY8,0.0013
892,lS41XvrBFvU,0.0613
893,yijJmElBurY,0.0007
894,1OIu1p8h2GA,0.0141
895,7l8mUsAZxFY,0.0357
896,fWKZdeuViPc,0.0007
897,XJoXnsAN2XI,0.0718
898,FTl0Fl9PX0g,0.0007
899,bK_kRwcNf6A,0.0251
900,IoZri9hq7z4,0.0138
901,jRR5Tu597r8,0.0026
902,0LtmlJaNsbQ,0.0308
903,Rlp1cebFxEM,0.0008
904,b6fIzFW6M1w,0.0003
905,Q3sF0lV4nww,0.0
906,RlQkBqB4-TY,0.018
907,HTymquNwR5U,0.0025
908,FXoG3D6C5-I,0.0123
909,ZW27ubHprMo,0.0024
910,CE5ly1pTpDk,0.9173
911,7RP5bau-Vz0,0.004
912,_VvXXtT3HoU,0.0039
913,lDToOe8pVzY,0.0003
914,hs_jApGNQPA,0.0036
915,AuJtBoOY1dk,0.0043
916,YAoHg1MpJfg,0.0085
917,tBxTXxPj9YU,0.022
918,vDCC_VNvlks,0.0615
919,6KeG_i8CWE8,0.0043
920,nmRrWLFW7PM,0.018
921,uV4MKmd9dQs,0.0145
922,k-GPDanh1Y8,0.0047
923,_k-z1Itg36Y,0.0061
924,pwFV78PYeco,0.3532
925,whnAZdGlhFU,0.0069
926,oZnW-E70wq8,0.0121
927,4LG6ofNpAyQ,0.0025
928,RIWOahSK-Aw,0.035
929,wZu4zLxrpDA,0.0552
930,SE6aBETGHrQ,0.001
931,arzhTBqTd7I,0.0095
932,bRnQpw2KP6E,0.0061
933,ScNqdGtAeLY,0.0116
934,NPdBhQwDFJc,0.0064
935,hJhrSJc16bA,0.2131
936,wQO6FZgDbek,0.0004
937,4tvc0wOdN0I,0.0415
938,DOWDNBu9DkU,0.0021
939,hIxAIq62EHc,0.001
940,326aoFqJ2Vg,0.0358
941,ZbKPrL5R0lU,0.0017
942,-qiA7Sue_5g,0.0175
943,Xi74gPrn24Y,0.0098
944,Pj-h6MEgE7I,0.0071
945,qf2PBzH3_x0,0.0029
946,0CTp1a-aCUM,0.0014
947,rJmQKK50vpg,0.0397
948,Dg8oVR4k5Dk,0.0002
949,Y_QvaKhYio4,0.0189
950,034-BTvvHSQ,0.0216
951,eMTZvA8iFgI,0.0038
952,6J6tKmCwT-Q,0.0029
953,s3q3Kw76vBY,0.0246
954,iXrMiU0W5q8,0.0101
955,hh9xT9d6SJU,0.0074
956,XqPpp9hqGT4,0.017
957,wtqIPqHeF0s,0.0122
958,qUUloBe5vEo,0.0
959,XoHKZWhoD3k,0.0211
960,hMUrj3haZPU,0.001
961,FeZ5ruaMSeA,0.0205
962,_-bt415WaW4,0.021
963,ioAQj2Y4qu4,0.0157
964,y2ZcJVOuzT4,0.0045
965,a3e8ln3u0vY,0.0227
966,b8IEbW7OatU,0.0016
967,EwoVzz_nFJI,0.0167
968,KLvLJckIxmA,0.0049
969,hZPLgaiIJiU,0.0013
970,HaEejO0PmdQ,0.0012
971,FwPt-ti1oF8,0.0414
972,mf5yxkMseDQ,0.0
973,jBGYh_IoWJk,0.0406
974,uUahIdW-eag,0.0112
975,ckyWlU45Cww,0.0005
976,nCI9cUjB8f0,0.0026
977,QsmgZYdZcIE,0.0041
978,1PdShGJ6hqM,0.0548
979,5bsBjXZx6SI,0.0079
980,rVcn_mlGqgw,0.0172
981,BMS_w3FlHrk,0.0018
982,0J7cmh3MLp4,0.001
983,28UjqNf0w8g,0.0112
984,mmBl8Iz8OkE,0.0045
985,eacLgrqRdyk,0.0008
986,Ds8S6ZkE1W0,0.013
987,_e0UM937P48,0.0163
988,UF7OLFMYJ5w,0.0413
989,ROTDvz1LUSU,0.0016
990,QyJSZ3njpD0,0.003
991,0eCExAI__tM,0.0038
992,GGXgnukZRMM,0.014
993,ZvC1zWJ8e7E,0.002
994,gjr-RWPGqi0,0.052
995,7KoXYcd7_WE,0.06
996,NuHEY7CjjTI,0.097
997,tTmBxNtImiQ,0.0061
998,-fEGC5gTQ18,0.0023
999,dlYDWFhtlL8,0.4905
1000,1_3DOEw_Xno,0.0028
1001,usIdSbd1jPw,0.0081
1002,5s6iBACk-E4,0.0083
1003,PfmiFUm_Jmc,0.0082
1004,ZQ0GUp_nl7g,0.0015
1005,uzwjK1OwNDo,0.0533
1006,2Xz-xKIHm9w,0.0229
1007,oYt-8F7wHxs,0.0478
1008,tVWWp1PqDus,0.0013
1009,YOegcO1fgYQ,0.1662
1010,AJ_rPFC6RYo,0.0118
1011,Vgd5McwxUWI,0.0625
1012,FtEhAYfnjqA,0.0499
1013,7vDTpKTF8qM,0.3722
1014,VyzkQRheKYw,0.0026
1015,WjDa3BJO3V4,0.0036
1016,mvRk4Ddluo4,0.0138
1017,FxwkEdrpFmg,0.0002
1018,A-cAOGo-DGs,0.0057
1019,BNA4iN9tSGE,0.0191
1020,VRJYyVGTb3k,0.1159
1021,kqVGiwQyD2Y,0.0011
1022,7OjwlBC4K5U,0.0416
1023,mYx3gyS-pAg,0.0016
1024,bvhON5imaBA,0.0022
1025,SVLe7KMu0u8,0.006
1026,kMvKGSPvm8I,0.0013
1027,OIOjopbXQis,0.0248
1028,eSqP_sGyArQ,0.0018
1029,uTQFi3A_q24,0.2172
1030,wzSsZyxx5Sk,0.0208
1031,bFIVYRfyb3E,0.0477
1032,MFxSx1uDev8,0.0021
1033,1WEJKNSHD4s,0.0001
1034,Zi3IitzXj54,0.0054
1035,RxaqgPVa_cA,0.0025
1036,GgIxIZhEAs0,0.0093
1037,dVO-7rchstw,0.0052
1038,FIGP0KFwRbQ,0.0136
1039,cGPfAyye_4Q,0.043
1040,x8a7SpVFylw,0.6793
1041,tkb0GYjqaxs,0.0223
1042,fmReTym1kpA,0.0195
1043,9kpq1YqLzB8,0.6298
1044,nNo9Ow6XG10,0.0201
1045,9oVVJRAaznc,0.004
1046,l1fxYI8RwEo,0.0404
1047,K4TBfVtvTU8,0.0034
1048,eWjz8_KMll4,0.0521
1049,oavSiNIUJO0,0.0009
1050,RKi7U2jiIaI,0.305
1051,Of48WU2C9Jc,0.0091
1052,7MbeW9g6x6Q,0.0007
1053,NK9Sn74j6eU,0.0026
1054,SiKOkYEeUvk,0.0013
1055,eDcQDnh6Nfk,0.0014
1056,qC5h9zcHmPA,0.0094
1057,mi8sPCqQXQA,0.0002
1058,sABdtEaKMYE,0.009
1059,fXGWD9tAA8E,0.4264
1060,U_22-rZY0hk,0.0466
1061,Vp-6BPJTc5U,0.0056
1062,zJpRwSaF98s,0.0129
1063,Jetf3TFuq2g,0.2196
1064,iGV1paJ3bSs,0.0185
1065,tzGDx2vH6Ow,0.0007
1066,IFGvAOkhPCw,0.0066
1067,o3V_V9-_vUU,0.0027
1068,vNL5DxE1r7U,0.0044
1069,a23p_jfGHT0,0.0282
1070,sOHeaW6bXQw,0.0007
1071,73lz8mDKI_E,0.2154
1072,kCOnGjvYKI0,0.012
1073,9EyOW9oCP8I,0.0
1074,DIU48QL5Cyk,0.0025
1075,KCHT6a53OqY,0.0183
1076,TEb0PNg80Yg,0.0309
1077,I3Yhyt0Ch80,0.1113
1078,Lz_QtsJ49Ao,0.0069
1079,qJ0_X2stDqU,0.005
1080,eFWy0IAeG7U,0.0249
1081,C6P6hrWyidA,0.0007
1082,uHiG8lMIF10,0.002
1083,EBF3A3djMTQ,0.0134
1084,rMwdiky5Zcw,0.0049
1085,i9Eiij6Wb94,0.4023
1086,KWterDbJKjY,0.0191
1087,JImdCMZSqr8,0.0105
1088,sXIoH-brr4g,0.0029
1089,Ik1jaSzRajI,0.0693
1090,Eo_VcY-E14Y,0.0068
1091,PyM5i_fYDuw,0.0
1092,p0RxnTfzZi4,0.0131
1093,rdfC6XwXTW0,0.0018
1094,HC-McWxmJ_0,0.0007
1095,Us2Z-WC9rao,0.0003
1096,njyKGJTGuP4,0.1019
1097,XWxQMEqY-ZI,0.001
1098,TyzEIUoh3xA,0.0186
1099,r5yZyyetGIA,0.0056
1100,i6V-RBjecpI,0.01
1101,DsfoEaryfuI,0.0151
1102,yxT7xyEFDdo,0.0297
1103,pc5K3GqDFKs,0.0028
1104,fCeiUX59_FM,0.0104
1105,qDZS1KO1SgA,0.0088
1106,UWZRtyy6naU,0.0046
1107,JDVLWPnKJj8,0.006
1108,lheapd7bgLA,0.0032
1109,2UFXOXA4Avk,0.0158
1110,AdXfKrEK0H0,0.0306
1111,WUZVGqFAqK8,0.0117
1112,H_U29oAqsiw,0.0219
1113,r8fCwUiOtiQ,0.0026
1114,Xyz25fScWQA,0.0013
1115,CI9VutOQlbU,0.0228
1116,2NFDajQyliU,0.0034
1117,YR9iekY-3PQ,0.0007
1118,ODDbguecHV8,0.0069
1119,0iYwzMpLJhk,0.0007
1120,nCrTsWtPVIY,0.0062
1121,dOXo0dIqViU,0.0139
1122,-7oGbigR8Ig,0.0155
1123,7PC_AVfj14M,0.1994
1124,GsLopdvhFpk,0.0092
1125,qwvtGxNVnAY,0.0488
1126,-C3CjOkF-jY,0.0179
1127,wzr7tE3PDC4,0.0134
1128,r_gyeTJDfPg,0.0182
1129,YGG3936Bt2c,0.0057
1130,skPWK9DnIXU,0.0008
1131,Qyfyd_t9mzs,0.0231
1132,bA4yaw8ed6Y,0.0013
1133,2X_GgUhvAbE,0.0037
1134,fO02M5znDhg,0.1003
1135,l4w6808wJcU,0.0027
1136,huepR6bTT2Y,0.0014
1137,dXpqFESAx8s,0.0054
1138,CgeMh1Q_i0M,0.0109
1139,Gqx0Fh_SQlM,0.2753
1140,_4mKDQX3HmI,0.0051
1141,j8WCMYa0sUU,0.262
1142,TZG9d6iIl-Q,0.0301
1143,qxkhoyXOPhc,0.0119
1144,gd2lBMjV9to,0.0302
1145,xcrthU-aToA,0.0277
1146,MIwez3qbk3E,0.0314
1147,PKE30UgQIjU,0.0028
1148,lkjGxe5qPtI,0.0198
1149,uxRY25TV_Po,0.011
1150,vs2Q9Nv4mHc,0.0001
1151,eKi8sQdInuQ,0.0384
1152,7eX4vjbnlOs,0.0108
1153,SWZcAZK71yA,0.0646
1154,VNWcXFE0C_I,0.221
1155,q0O8V8pyLkY,0.0015
1156,Q8yxaR7ylww,0.0007
1157,xZejqhIh0_I,0.0053
1158,jKc93K4PL2c,0.0195
1159,QlF4rhAbwyc,0.0188
1160,TVBIph2ObC0,0.2311
1161,1UY7ywrPKWk,0.2425
1162,Do8Wc3M5mkE,0.0076
1163,7xrRiHXyI9Y,0.0168
1164,SzlRojcqNWA,0.0001
1165,bBWeDIXQlOs,0.0068
1166,OLl3sz1_Yuw,0.0001
1167,EmcbJp_gjbY,0.2895
1168,64Gy-LJRnNA,0.0348
1169,wCyfshQvaCY,0.0032
1170,m9U29J2_1tw,0.0012
1171,H3eJkuLgJOo,0.0125
1172,sQTEAsS1EpM,0.0088
1173,ZBEZwmrMCzE,0.8382
1174,c5KSoy1VYCo,0.1862
1175,SgZ1f4ACZBQ,0.0147
1176,BZ222BWlJIs,0.3703
1177,Wf0uxjWGwPk,0.0015
1178,3XCaWUl2mtg,0.0038
1179,dmXVzEdu9CI,0.0712
1180,buKcergt4dA,0.0105
1181,vcOOKXmEhAM,0.0019
1182,ppie-XsHGdg,0.0189
1183,0nsgnqskJHY,0.1621
